Vonzella	{'category': '', 'description': 'Vonzella offers a high-quality directory service connecting those that have been accused of crimes (and their support networks) with Vonzella Approved service providers that can help post bail. We also offer an evolving Help Desk solution to answer common questions about the bail process. We vet the bail process so that you don’t have to. We are constantly researching and striving to build new and better products that support our communities’ right to remain free. For as long as there is a commercial bail system in the United States, we pledge to make it transparent and fairer for everyone.'}
Vakilsearch	{'category': '', 'description': 'Vakilsearch operates an online professional services platform for lawyers, corporate bodies, and professionals in India.', 'tags': 'Information Technology, Internet, Legal, Legal Tech, Software'}
Unified Patents	{'category': '', 'description': 'Unified employs a multi-faceted solution to deter abusive patent assertions.', 'tags': 'Information Technology, Intellectual Property, Legal, Legal Tech'}
Uabide	{'category': '', 'description': 'Uabide provides identity management.', 'tags': 'Consulting, E-Commerce, Information Technology, Legal, Legal Tech, Online Portals'}
Trail Bloom	{'category': '', 'description': 'Maker of the Trial Boom courtroom simulator for attorneys & students.'}
DeLeyes	{'category': '', 'description': 'Lo legal hecho simple'}
TechGC	{'category': '', 'description': 'TechGC is a platform for General Counsels of leading venture capital funds and high growth technology companies.', 'tags': 'Consulting, Finance, Information Technology, Legal, Legal Tech'}
Statera	{'category': '', 'description': '[acquired in 2013] Kick-starter for lawyers defending massive environmental damage cases'}
Contraktor	{'category': '', 'description': 'Electronic signature, control of deadlines and maturities for management of high performance contracts.'}
eVue Digital Labs	{'category': '', 'description': 'Harmonizing the physical with the digital to bring the world virtual. Including forensics.'}
IntelliLaw	{'category': '', 'description': 'Funds documents management and business services'}
LawGuage.com	{'category': '', 'description': 'LawGuage is a discussion forum for free legal procedures, finance, government schemes, business, and tax advice.', 'tags': 'Advice, Consulting, Legal, Legal Tech'}
eEvidence	{'category': '', 'description': 'eEvidence offers a free service to legally certify an email, its content, and its eventual delivery to third parties.', 'tags': 'Email, Legal, Legal Tech'}
ShieldMyfiles	{'category': '', 'description': 'Better File Security'}
Casefunder	{'category': '', 'description': 'Crowdfunding legal costs.'}
Legal Creatives	{'category': '', 'description': 'Legal Creatives consults and trains legal entrepreneurs.', 'tags': 'Continuing Education, Events, Legal, Legal Tech'}
Privatim	{'category': '', 'description': 'Secure. Client. Communication.'}
GLC CONSULTORES	{'category': '', 'description': 'Legal Services for Entrepreneurs'}
Lexa	{'category': '', 'description': 'Uber for Lawyers'}
Netcog	{'category': '', 'description': 'Netcog is a privately-held company that designs, develops and deploys web-based applications for a select group of private clients.', 'tags': 'Information Technology, Internet, Legal, Legal Tech, Software'}
LegalBods	{'category': '', 'description': 'Real world feedback for lawyers'}
Courtsdesk	{'category': '', 'description': 'Courtdesk provides online database of court cases and reporting in Ireland.', 'tags': 'Data Integration, Law Enforcement, Legal, Legal Tech, News'}
Courtroom5	{'category': '', 'description': 'Courtroom5 delivers access to justice to people in civil court without a lawyer.', 'tags': 'Consulting, Legal, Legal Tech, Software'}
SOLOMON Justice AI	{'category': '', 'description': 'Law Enforcement Software'}
Legal Innovation Paris	{'category': '', 'description': 'The collective Legal Innovation Paris was created in 2012 by teachers and students of the Computer Science and Law.', 'tags': 'Consulting, Information Technology, Legal, Legal Tech, Software'}
IP Metro	{'category': '', 'description': 'IP Metro offers a range of online tools.', 'tags': 'Consulting, Information Technology, Legal, Legal Tech, Software'}
Rightz	{'category': '', 'description': 'Siri for legal topics (Rightz).'}
Threat Resilience	{'category': '', 'description': 'Next Generation MSSP'}
RovBOT	{'category': '', 'description': 'RovBOT is a tool to help international students with their Canadian visa process.', 'tags': 'Artificial Intelligence, Legal, Legal Tech, Software'}
soocasa	{'category': '', 'description': 'Real Estate Lease Option Platform'}
Someturva	{'category': '', 'description': 'Someturva offers free legal help for users of social media and other online platforms.', 'tags': 'Artificial Intelligence, Legal, Legal Tech, Social Assistance, Software'}
moviinn	{'category': '', 'description': 'Relocation made simple'}
Civil Informer	{'category': '', 'description': 'Level the Legal Industry with Artificial Intelligence'}
Pax	{'category': '', 'description': 'Pax is a civic network and peer to peer legal system powered by Ethereum.'}
About innovation	{'category': '', 'description': 'About innovation is an intangible asset management software. Our solution allows you to identify, protect and exploit your intangible assets to develop your business. Several services are included such as:  - company data import  - IP dashboard (to visualize all IP titles) - Document generator  - Electronic signature', 'tags': 'intellectual property, legal tech'}
Flex Legal	{'category': '', 'description': 'Flexible resourcing for Law Firms'}
High Performance Counsel	{'category': '', 'description': 'We feature the individuals, organizations & solutions driving the next decade of leadership & innovation in law. '}
NEXAW	{'category': '', 'description': 'Coming Soon NEXAW â\x84¢ The Start Up Legal Company'}
Online patent, LLC 	{'category': '', 'description': 'Online Patent is one of the market leaders in Russian intellectual property market, TOP-5 in the trademark registration segment. Since 2014 we have been developing the IT-platform for intellectual property management, that allows to completely automate most of the typical patent attorney actions. The company has strong competencies in the field of Data Analysis and Business Process Automation.  Our main product - international IT-platform for intellectual property rights management, which allows to make all actions with your patents and trademarks in 1-Click. Globally, our services are used by such companies as COFCO, FAW and Deloitte. With Online Patent, you can consolidate and simply manage all your previously registered trademarks, patents, and, also, applications that are currently being analyzed by Patent Offices in various countries. The functionality of platform includes, for example, filing of new applications, renewing of registrations and managing of IP holders.', 'tags': 'digital platform'}
Beacon Direct Cremation	{'category': '', 'description': 'Beacon Direct Cremation is a family-owned direct cremation services offered in Tampa bay, Florida. Offering a simple and affordable alternative to traditional funeral home experience. We ensures no lies, no hidden fees, and complete transparency from the start of our conversation through the completion of the cremation arrangement process. ', 'tags': 'cremation services, direct cremation services'}
AJC Asesor fiscal y contable en Madrid	{'category': '', 'description': 'Economista asesor fiscal, presta servicios de asesoramiento fiscal y presentación de impuestos a empresas, autónomos y particulares', 'tags': 'asesoria fiscal'}
Fucitech.com	{'category': '', 'description': 'We are starting our quest for general artificial intelligence by designing a model that will help in-house lawyers assess risk. Our proprietary software (still in development) structures all legal information on the federal level and ties it to unique risk factors of our clients. This empowers in-house attorneys to see issues quicker or that were once hidden and expands their knowledge base to address these issues by giving them transparent and well structured access to the rules that govern their clients actions. We seek to empower the generalist to dive deeper into any practice area quickly and effectively so they can reduce their reliance on outside sources and craft unique solutions.', 'tags': 'nlp'}
Blika Solutions AB	{'category': '', 'description': 'The Blika platform is the starting point for the digitalization of the legal department and will help you to collect various types of data in a structured process. The solution is developed in modules which means that you can start with the modules you currently need and scale up at a later date by easily switching on additional modules.   All modules are integrated and information is therefore available where it is needed and you avoid double entry of data. In addition, you will be able to automate manual work when working in an integrated one system solution.   Many times several departments use the same base information, e.g. legal entity information and ownership structure, which makes it possible to increase efficiency by having several departments work in the solution (and share the cost). Each department will be able to view and work only with the information they need in their own modules, i.e. each department will not see the other departments data. However, data which is needed in their respective process will be retrieved from other modules where it is available in order to avoid double work and increase quality and efficiency.', 'tags': 'legal operations solution'}
Neu Skin	{'category': '', 'description': 'NEU Skin International Limited has been well-established since 2012, cooperated with over 50 manufacturers and R&D internationally for high-end professional skincare & beauty products. NEU Skin has been striving to explore and provide the safest, the most effective and the highest quality products. NEU Skin is collaborating with one of the innovative cosmetologist from Korea – Dr. Song, for the world-wide exclusive products and the latest effective brands REIZ.', 'tags': 'collagen eye mask, hyaluronic acid serum for skin, skin tightening, skin whitening serum, anti-wrinkles, moisturizing serum, anti-aging serum, moisture serum, skin care products, anti-aging skincare'}
Certifix Live Scan	{'category': '', 'description': 'Livescan service provider authorized by FBI & DOJ', 'tags': 'employee background check, live scan fingerprinting'}
Danse Orientale 5€	{'category': '', 'description': "Kreadance est une association de danse basée sur Paris 13 et en région parisienne (94 et 95). Kreadance propose des cours de danse au prix très avantageux, soit 5€ le cours. Des cours de danse orientale de haute qualité enseignés par des professeures expérimentées et passionnées de la danse.  Chaque cours repose sur une thématique différente. On peut être amené à travailler avec des accessoires liés à la danse orientale comme les sagattes, le voile ou encore la canne. On peut aussi travailler sur d'autres types de thématiques : la fluidité et la grâce des mouvements, le saccadé des mouvements, les transitions, l'improvisation, création de chorégraphie, travail des enchaînements... Des stages avancés et des ateliers de danse orientale pour enfants sont aussi organisés tout au long de l'année. Les cours de danse orientale ont lieu dans une ambiance conviviale et studieuse. A la fin de chaque cours nous proposons une dégustation de thé, une dégustation de gâteaux orientaux ou encore des jus frais healthy fait maison. Venez apprendre ou vous perfectionner en danse orientale dans un jolie studio spacieux, avec un parquet impeccable, de très grands miroirs, une bonne sono, et une climatisation pour les temps de chaleur. Enfin le studio propose un agréable espace détente comprenant un bar, des canapés et des tables. Le studio propose aussi des vestiaires pour celles qui veulent se changer avant le cours. A chaque cours il est possible de ramener un foulard ou une ceinture de danse orientale. Concernant la tenue, il est conseillé de porter des vêtements dans lesquels vous serez à l'aise pour danse. Nous vous conseillons un legging pour le bas et un débardeur ou tee-shirt pour le haut. La danse orientale se danse de préférence pieds nus ou en chaussette ! Pour celles qui veulent, vous pouvez très bien prendre avec vous une paire de chausson de danse classique. ", 'tags': 'apprendre à danser oriental, cours de danse orientale, danse orientale'}
KISSPatent	{'category': '', 'description': 'At KISSPatent, our goal is to make patent protection accessible to everyone - even those with fewer resources, like startups. We are already supporting clients through our global patent platform. We help clients from all over the world obtain patent protection internationally. We encourage our clients to obtain patent protection in any and all countries where they may want to do business – and to dream big. ', 'tags': 'innovation, artificial intelligence, blockchain, legal tech, law'}
Citadel Law Firm PLLC	{'category': '', 'description': 'Citadel is an Arizona-based law firm serving clients in Estate Planning, Wills and Trusts, Probate, and Tax Law. We primarily serve Chandler, Gilbert, Mesa, and the East Valley.'}
AxiomaVox	{'category': '', 'description': "We are an independent research firm in Paris that works in the intersection of computational logic, category theory, and persistent topology applied to decision practices. Our approach comprises an efficient model to generate belief structure about differing cases that have 'uncertain' information. The direction accompanies a method for realizing a complex means to address various constraints that arise in discourse analysis related to law. This implies a strong connection with natural language processing and the determining of a graphical realization, in lieu of an algorithmic method for identifying semantic change."}
Digital DNA Group	{'category': '', 'description': 'The Digital DNA Group was formed by an elite team of cybersecurity and forensics experts.  The Digital DNA Group is shaping the future of digital forensics with an integrated platform that combines forensic data collection, collaboration and an advanced case management platform. Our product, Rocket Cloud, allows you to create Forensics-as-a-Service (FaaS) for your business.   ', 'tags': '#forensics #investigations #e-discovery #forensiccollection #collections'}
Bodhala	{'category': '', 'description': 'Bodhala is a SaaS platform that empowers in-house legal teams to better analyze, interpret and optimize outside counsel spending.', 'tags': 'Information Services, Information Technology, Legal Tech, SaaS'}
UpCounsel	{'category': '', 'description': 'UpCounsel operates an online marketplace for businesses to find and hire legal help based on their preferences in the United States.', 'tags': 'B2B, Information Technology, Legal, Legal Tech, Marketplace'}
OneDome	{'category': '', 'description': 'OneDome is the First Managed Property Marketplace', 'tags': 'Classifieds, Legal Tech, Marketplace, Real Estate'}
Mighty	{'category': '', 'description': 'Mighty is a online business platform designed to find plaintiffs for the justice system.', 'tags': 'Legal Tech, SaaS, Software'}
BRYTER	{'category': '', 'description': 'BRYTER is the leading no-code building platform to automate expert knowledge.', 'tags': 'Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software'}
XCLAIM	{'category': '', 'description': 'XCLAIM revolutionizes the bankruptcy claims market by introducing digital efficiencies of scale.', 'tags': 'B2B, Enterprise, Financial Exchanges, Financial Services, FinTech, Legal Tech, Marketplace'}
Legalpad	{'category': '', 'description': 'Legalpad makes work visa applications faster, easier, and better for startups.', 'tags': 'Information Technology, Legal, Legal Tech'}
Plunes	{'category': '', 'description': 'Plunes is the most economical online/offline consultation platform.', 'tags': 'Consulting, Information Technology, Legal, Legal Tech, Software'}
Leverton	{'category': '', 'description': 'Leverton is AI-powered data extraction and contract analytics platform.', 'tags': 'Artificial Intelligence, Enterprise Software, InsurTech, Intelligent Systems, Legal Tech, Machine Learning, Natural Language Processing, SaaS, Software'}
Usercentrics	{'category': '', 'description': 'Usercentrics is a CCPA and GDPR Consent Management Solution for Enterprises.', 'tags': 'Cyber Security, Digital Marketing, Identity Management, Internet, Legal, Legal Tech, Marketing Automation, Privacy, SaaS, Software'}
Cortical.io	{'category': '', 'description': 'Cortical.io’s offers AI-based natural language understanding solutions built on technology inspired by Neuroscience', 'tags': 'Artificial Intelligence, Big Data, Enterprise Software, Information Technology, Legal Tech, Machine Learning, Natural Language Processing, Semantic Search, Software'}
Brightflag	{'category': '', 'description': 'Brightflag is the enterprise legal management (ELM) platform for corporate legal teams.', 'tags': 'Enterprise Software, Legal, Legal Tech, SaaS, Software'}
LegalMation	{'category': '', 'description': 'LegalMation is an AI technology company that provides tools to help attorneys and legal professionals automate routine litigation tasks.', 'tags': 'Artificial Intelligence, Information Technology, Legal, Legal Tech, Software'}
Wundertax	{'category': '', 'description': 'Wundertax provides online tax returns filing and related services.', 'tags': 'Financial Services, Internet, Legal, Legal Tech'}
Smart Protection	{'category': '', 'description': 'Smart Protection keeps and protects intellectual and industrial property rights online.', 'tags': 'Customer Service, Cyber Security, Intellectual Property, Legal, Legal Tech, SaaS, Security, Software'}
The Link App	{'category': '', 'description': 'The Link App is an easy-to-use platform that reinvents a law firm’s client experience.', 'tags': 'Apps, Computer, Customer Service, Legal, Legal Tech, Software'}
Privacy Tools	{'category': '', 'description': 'Privacy compliance platform, based on AI/Blockchain, which helps global companies to keep compliant with the data protection requirements.', 'tags': 'Compliance, Cyber Security, Information Technology, Legal, Legal Tech, Network Security, Privacy, Software'}
Sigalei	{'category': '', 'description': 'Sigalei uses legislative data, technology, and legal knowledge and government relations to develop technology.', 'tags': 'Artificial Intelligence, Government, GovTech, Legal, Legal Tech'}
LitiGate	{'category': '', 'description': 'AI-Powered Litigation Platform', 'tags': 'Artificial Intelligence, InsurTech, Legal, Legal Tech, Machine Learning, Text Analytics'}
Vauban	{'category': '', 'description': 'Wealth Container Platform', 'tags': 'Financial Services, FinTech, Information Technology, Legal, Legal Tech'}
Clara	{'category': '', 'description': 'Your legal command centre: execute agreements, manage your stakeholders, and make more informed decisions, all from a single platform.', 'tags': 'Legal, Legal Tech, Venture Capital'}
Validated ID	{'category': '', 'description': 'Validated ID helps businesses bring security, trust, efficiency and legal compliance to customer identity verification and agreements.', 'tags': 'Blockchain, E-Signature, Identity Management, Information Technology, Legal Tech, Productivity Tools, SaaS, Security'}
Parley Pro	{'category': '', 'description': 'Parley Pro is a modern contract lifecycle management platform that helps companies create, negotiate and manage smarter contracts faster.', 'tags': 'B2B, Contact Management, Document Management, Legal Tech, SaaS, Software'}
LegitQuest	{'category': '', 'description': 'LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.', 'tags': 'Legal, Legal Tech, Search Engine'}
Legalkart	{'category': '', 'description': 'LegalKart is a simple, convenient location to share files, communicate, and collaborate with your clients.', 'tags': 'Legal, Legal Tech'}
Reynen Court	{'category': '', 'description': 'Service Automation platform for Law Firms', 'tags': 'Artificial Intelligence, Legal Tech'}
SINAI	{'category': '', 'description': 'SINAI develops enterprise software for automating the regulatory burden of managing carbon taxes and climate risk.', 'tags': 'Enterprise Software, Legal, Legal Tech'}
Orbital Witness	{'category': '', 'description': 'Orbital Witness aggregates geospatial, property, and legal data from diverse sources to provide an unprecedented view of legal risk..', 'tags': 'Consulting, Information Services, Legal, Legal Tech, Real Estate'}
Thirdfort	{'category': '', 'description': 'Verifying client ID and source of funds in minutes. We are trusted by award winning conveyancers around the UK.', 'tags': 'FinTech, Information Technology, Legal, Legal Tech, Transaction Processing'}
AppClose, Inc	{'category': '', 'description': 'The #1 FREE Co-Parenting App.', 'tags': 'Apps, Legal, Legal Tech'}
Clairvolex	{'category': '', 'description': 'Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.', 'tags': 'Legal, Legal Tech'}
ClaimKit	{'category': '', 'description': 'ClaimKit is a data collection and review guru for the insurance and legal industries.', 'tags': 'Construction, Document Management, Information Services, Legal, Legal Tech, Professional Services'}
CryptoTax	{'category': '', 'description': 'Tax reporting and compliance solutions for all digital assets.', 'tags': 'Cryptocurrency, Financial Services, Information Technology, Legal Tech, SaaS, Software'}
LZVCPA	{'category': '', 'description': 'LZVCPA is a CPA firm that provides financial, audit, tax, IT and legal services.', 'tags': 'Accounting, Blockchain, Financial Services, Legal Tech'}
Qwill	{'category': '', 'description': 'Estate planning for the cloud generation', 'tags': 'Legal Tech'}
Flightright	{'category': '', 'description': 'Flightright is an air passenger claims management that offers assistance and advisory services.', 'tags': 'Air Transportation, Customer Service, Legal, Legal Tech, Transportation, Travel'}
Matterhorn	{'category': '', 'description': 'Court Innovations, a Software-as-a-Service company, develops an online case resolution platform.', 'tags': 'GovTech, Law Enforcement, Legal, Legal Tech, SaaS, Software'}
AppearMe	{'category': '', 'description': 'AppearMe is a real-time and on-demand web and mobile app that connects thousands of legal professionals within minutes.', 'tags': 'Apps, Legal, Legal Tech, Software'}
ECFX	{'category': '', 'description': 'Intelligent Automation of Electronic Court Notices', 'tags': 'Legal Tech, Software'}
Autologyx	{'category': '', 'description': 'Autologyx is the next-generation Fabric Automation Platform for enterprise businesses.', 'tags': 'Apps, Enterprise Software, Legal, Legal Tech, PaaS, SaaS, Software'}
reclamador.es	{'category': '', 'description': 'reclamador.es offers legaltech and crowd complaining services to help customers claims to companies.', 'tags': 'Consumer, Customer Service, Legal, Legal Tech, Professional Services'}
HETIKUS	{'category': '', 'description': 'We help our customers take control of their GRC strategy by optimizing their workflows, simplifying management and boosting collaboration.', 'tags': 'Consulting, InsurTech, Internet, Legal Tech, Software'}
TrustChain Systems	{'category': '', 'description': 'Secure digital contracting for companies with integrated financial solutions.', 'tags': 'Computer, Financial Services, FinTech, Legal Tech, Wholesale'}
Resolvvi	{'category': '', 'description': 'Resolvvi helps flight passengers receive compensations for flight delays, cancellations, missed connections, and overbookings.', 'tags': 'Advice, B2C, Consulting, Legal, Legal Tech, Logistics'}
Justify	{'category': '', 'description': 'Justify is a legal tech startup.', 'tags': 'Legal, Legal Tech'}
Turn Technologies, Inc.	{'category': '', 'description': 'Turn builds solutions for the 1099 labor supply side of the gig economy.', 'tags': 'Developer APIs, Identity Management, Information Services, Internet, Legal Tech, Mobile Apps, SaaS, Software, Virtual Workforce'}
COPYTRACK	{'category': '', 'description': 'Global Image Search and Copyright Enforcement', 'tags': 'Image Recognition, Intellectual Property, Internet, Legal Tech, Photography'}
helpcheck	{'category': '', 'description': 'helpcheck is a legal tech company from Dusseldorf.', 'tags': 'Internet, Legal Tech'}
Doc2	{'category': '', 'description': 'Document creation automation and eSigning platform for SMEs.', 'tags': 'Information Technology, Internet, Legal Tech, SaaS, Software'}
avvoka	{'category': '', 'description': 'Avvoka enables businesses to automatically generate, track, e-sign, and store their standard-form legal contracts online.', 'tags': 'Analytics, Cloud Computing, Information Services, Legal, Legal Tech, SaaS, Software'}
Focus	{'category': '', 'description': 'Focus is a legal tech startup that developed an algorithm that can rank patents based on their technological importance.', 'tags': 'Legal, Legal Tech'}
HighCastle	{'category': '', 'description': 'HighCastle is a capital raising, securities issuance and shareholder management platform', 'tags': 'Blockchain, Financial Exchanges, Financial Services, FinTech, Funding Platform, Legal Tech, Trading Platform, Venture Capital'}
Recidiviz	{'category': '', 'description': 'Recidiviz develops an extensible platform designed to power data-driven interventions in criminal justice.', 'tags': 'Analytics, Cloud Data Services, Legal, Legal Tech'}
TOPCOURT LTS	{'category': '', 'description': 'TOOCOURT builds products and services to help automate legal workflows, innovate new processes, and help firms identify new clients.', 'tags': 'Legal Tech'}
Ettorney	{'category': '', 'description': 'Ettorney is the leading platform for online legal services in Israel.', 'tags': 'Document Management, Legal, Legal Tech, Online Portals'}
Matter365	{'category': '', 'description': 'SaaS platform helping SMBs to better organize, bill more, and focus on what matters.', 'tags': 'Cloud Computing, Legal Tech, SaaS, Software'}
Zeyo	{'category': '', 'description': 'Zeyo is an online alternative to small claims court that allows users to handle their small claim suit entirely online via video conference.', 'tags': 'Legal Tech'}
Amulex	{'category': '', 'description': 'Amulex offers legal assistance to individuals and corporate clients.', 'tags': 'Legal, Legal Tech'}
MessagePath	{'category': '', 'description': 'The first app to optimize front-line business communications and contracts across all channels.', 'tags': 'Artificial Intelligence, Business Development, Customer Service, Information Technology, Legal, Legal Tech, Messaging'}
Justice.cool	{'category': '', 'description': 'Justice.cool is the first AI driven Mediation Platform', 'tags': 'Artificial Intelligence, Legal, Legal Tech, Payments'}
Legal Utopia	{'category': '', 'description': 'Sass, Mobile App, Legal Services', 'tags': 'Information Technology, Legal, Legal Tech, Software'}
IdeaBlock	{'category': '', 'description': 'IdeaBlock designs and develops a blockchain powered platform that grants intellectual property protection to clients.', 'tags': 'Blockchain, Intellectual Property, Legal Tech'}
Dilecy	{'category': '', 'description': 'B2C Data Protection Tool', 'tags': 'B2C, Consumer Software, Information Technology, Internet, Legal Tech, Privacy, Software'}
CaseGuide, Inc. DBA Spire Technical Services	{'category': '', 'description': 'Spire Tech Services provides data science and automation services to Spire Law, a corporate and employment law firm based in Orlando, FL.', 'tags': 'Employment, Legal, Legal Tech'}
Hunit	{'category': '', 'description': 'SaaS for legal professionals to use smart contracts and blockchain', 'tags': 'Blockchain, FinTech, Information Technology, Legal Tech, SaaS'}
INKINDIALEGAL.com	{'category': '', 'description': 'Legal Tech Platform', 'tags': 'Legal Tech'}
PatentBot	{'category': '', 'description': 'TradeMark registration 2.0', 'tags': 'Apps, Legal, Legal Tech'}
MUST Platform	{'category': '', 'description': 'International marketplace of assets and financial instruments for SME and the platform of collateral and asset management', 'tags': 'Blockchain, FinTech, Legal Tech, Marketplace'}
MINEKO	{'category': '', 'description': 'PropTech & LegalTech Startup specialised in checking rental side costs and services around rental side costs.', 'tags': 'Legal Tech, Real Estate, Service Industry'}
Devlos Software	{'category': '', 'description': 'Devlos Software developers of Soluno,  the premier cloud-based time, billing, & accounting solution designed exclusively for law firms.', 'tags': 'Accounting, Enterprise Software, Law Enforcement, Legal, Legal Tech, Software'}
Amiqus Resolution	{'category': '', 'description': 'Amiqus Resolution is an online service to quickly and affordably resolve commercial disputes without appearing in court or tribunal.', 'tags': 'Legal Tech, Professional Services'}
Elabogado	{'category': '', 'description': 'Elabogado owns and operates an online directory of lawyers.', 'tags': 'Legal, Legal Tech, Marketing, Marketplace, Search Engine'}
HUGO.legal	{'category': '', 'description': 'HUGO.legal is the first sharing economy based legal platform using A.I to match people with the best lawyer for their case.', 'tags': 'Artificial Intelligence, Legal, Legal Tech'}
Predictice	{'category': '', 'description': 'Predictice provides real time, concrete, and strategic predictive analysis to law professionals.', 'tags': 'Analytics, Legal, Legal Tech, Predictive Analytics, Professional Services, Real Time'}
TranslateFX	{'category': '', 'description': 'TranslateFX provides instant and accurate translation of legal texts between different languages.', 'tags': 'Artificial Intelligence, Document Management, Legal Tech, Professional Services, Software, Translation Service'}
Kopjra	{'category': '', 'description': 'Making the Internet a safer place', 'tags': 'Cyber Security, Law Enforcement, Legal Tech'}
CloudLaw	{'category': '', 'description': 'CloudLaw is an online legal marketplace where consumers can find a lawyer and lawyers can connect with each other.', 'tags': 'Consumer, Legal, Legal Tech, Marketplace'}
Deleyes	{'category': '', 'description': 'Deleyes provides automated legal services.', 'tags': 'Consulting, Information Technology, Legal, Legal Tech, Software'}
Kings Court Trust	{'category': '', 'description': 'Kings Court Trust provides estate administration services for families in the United Kingdom.', 'tags': 'Legal, Legal Tech, Office Administration, Real Estate'}
Dealz.ai	{'category': '', 'description': 'Legal deal management platform', 'tags': 'Document Management, Ediscovery, Legal, Legal Tech, Project Management, Software, Venture Capital'}
