Juristat, http://www.juristat.com, {'status': '0'}
Jurispect, http://jurispect.com/, {'status': '1'}
JusticeBox, http://www.justicebox.net/, {'status': '0'}
Korbitec, http://www.korbitec.ca/, {'status': '0'}
Laterally, http://lateral.ly/, {'status': '3'}
Lar21, http://lar21.com, {'status': '0'}
Lawcus, http://lawcus.com/, {'status': '0'}
LawDeal, https://lawdeal.com/, {'status': '0'}
LawDeeDa, http://www.lawdeeda.com/, {'status': '0'}
Lawdingo, http://www.lawdingo.com, {'status': '0'}
Lawnearme.com, http://www.lawnearme.com/, {'status': '0'}
LawTake, https://LawTake.com, {'status': '0'}
LawyerFair, https://lawyerfair.co.uk, {'status': '3'}
LawyerLinx, https://www.lawyerlinx.com/, {'status': '0'}
Legal Line, http://www.legalline.ca/, {'status': '0'}
LegalCrunch, http://www.legalcrunch.com/, {'status': '1'}
LegalCrunch!, http://www.legalcrunch.com/, {'status': '1'}
LegalReach, http://www.legalreach.com, {'status': '0'}
Lemontech - Thetimebilling, http://www.thetimebilling.com/, {'status': '1'}
Lexdir, https://lexdir.com, {'status': '0'}
LexSpring, http://lexspring.com/, {'status': '1'}
Litigator Technology, http://litigatortechnology.com/, {'status': '1'}
Logickull, http://logikcull.com/, {'status': '0'}
Mark43, http://mark43.com, {'status': '0'}
Mimecast, https://mimecast.com, {'status': '0'}
MisAbogados.com, http://www.misabogados.com/, {'status': '0'}
New Media Legal Publishing Inc., http://www.newmedialegal.com/, {'status': '0'}
NextChapter, http://nextchapterbk.com, {'status': '0'}
Nymity, https://www.nymity.com/, {'status': '2'}
Office Network Online, http://www.officenetworkonline.com/, {'status': '0'}
Daniel Stachowiak, https://www.mydocsafe.com, {'status': '1'}
PayMyTrustee, http://www.paymytrustee.com/, {'status': '1'}
Quicklegal, http://quicklegal.com, {'status': '1'}
NetLex, http://netlexweb.com, {'status': '0'}
Plum Law Jobs, http://www.plumlawjobs.com/, {'status': '1'}
Purediscovery Corp, http://www.brainspace.com/, {'status': '0'}
PUSHTOSTART, https://pushtostart.it, {'status': '3'}
Ontario Small Claims Wizard, http://smallclaimswizard.com/, {'status': '1'}
Ravel Law, http://www.ravellaw.com, {'status': '0'}
RealPractice, http://www.realpractice.com/, {'status': '0'}
Reorg Research, https://reorg-research.com, {'status': '0'}
qodeo, http://qodeo.com, {'status': '0'}
PitchCast, http://pitchcast.co, {'status': '1'}
Shake, http://www.shakelaw.com, {'status': '1'}
Sky Analytics, http://www.skyanalytics.com/, {'status': '2'}
SourceHOV LLC, http://www.sourcehov.com/, {'status': '2'}
Stampery, https://stampery.co, {'status': '0'}
Sanza, http://sanza.co, {'status': '1'}
StartDireito, http://www.startdireito.com.br/, {'status': '0'}
Startup Quest, http://www.startupquest.com/, {'status': '0'}
Structured Market, http://structuredmarket.com/, {'status': 1
Suralink, https://suralink.com, {'status': '0'}
Swiftcourt, https://swiftcourt.se, {'status': '0'}
Syngrafii, http://www.syngrafii.com/, {'status': '0'}
Tapdox, http://tapdox.com/, {'status': '0'}
Startup Documents, http://www.startupdocuments.com/, {'status': '0'}
Swarm, http://www.swarm.fund/, {'status': '0'}
TrackMyLeads, http://trackmyleads.com/, {'status': '0'}
Virtual Payment Systems, http://virtualpaymentsystem.com/, {'status': '0'}
Wevorce, http://www.wevorce.com/, {'status': '0'}
Viewabill, http://www.viewabill.com, {'status': '0'}
Turner, http://www.papersoftware.com/, {'status': '0'}
Heureka, http://www.heurekasoftware.com/, {'status': '0'}
Zapproved Inc, http://www.zapproved.com, {'status': '0'}
Gadfly Legal Technologies, http://www.gadflylt.com/, {'status': '1'}
wireLawyer, http://www.wirelawyer.com, {'status': '1'}
Axiom, http://www.axiomlaw.com/, {'status': '0'}
Rpost, http://rpost.com, {'status': '0'}
Resume Launchpad, http://www.resumelaunchpad.com/, {'status': '1'}
Habeas Corp., http://habeas.co, {'status': '0'}
Loudr, http://loudr.fm, {'status': '3'}
Free Law Project, https://www.free.law, {'status': '0'}
Avvoka, https://www.avvoka.com, {'status': '0'}
PSS Systems, http://www-01.ibm.com/software/info/pss/, {'status': '2'}
CitizenshipWorks, https://www.citizenshipworks.org/, {'status': '0'}
ClaimCast, https://www.claimcast.com, {'status': '0'}
Contract Live, http://contract-live.com, {'status': '1'}
Legal Passage, http://www.legalpassage.com/, {'status': '0'}
Lawfty, http://www.lawfty.com, {'status': '0'}
CrowdDefend, https://crowddefend.com, {'status': '2'}
Gust, https://www.gust.com, {'status': '0'}
Intellinx, http://www.intellinx-sw.com/overview/, {'status': '1'}
kCura, https://www.kcura.com, {'status': '0'}
Kesteven, http://www.kesteven.com.au/, {'status': '0'}
ZeeBeek, https://ZeekBeek.com, {'status': '0'}
Ironclad, https://www.ironcladapp.com/, {'status': '0'}
Law on the Web, https://www.lawontheweb.co.uk/, {'status': '0'}
Legal Interactive Services, https://www.interactivelegal.com, {'status': '0'}
Lawbooth, http://www.lawbooth.com, {'status': '1'}
yurJURY, http://www.yurjury.com/, {'status': '0'}
Concord, http://www.concordnow.com, {'status': '0'}
BookLawyer, http://www.booklawyer.com, {'status': '1'}
ContractRoom, http://www.contractroom.com, {'status': '0'}
flightright, http://www.flightright.com, {'status': '0'}
Prédictice SAS, http://www.predictice.com, {'status': '0'}
Foundation Software Group, https://www.foundationsg.com, {'status': '0'}
Lit IQ, http://www.litiq.com/, {'status': '1'}
123recht.net, https://123recht.net, {'status': '0'}
Law Genius, http://law.genius.com/, {'status': '1'}
Innography, https://www.innography.com/, {'status': '0'}
OSET Institute, http://www.osetfoundation.org, {'status': '0'}
Clause, http://www.clause.io/, {'status': '0'}
iubenda, https://www.iubenda.com, {'status': '0'}
Thomson Reuters, http://thomsonreuters.com/en.html, {'status': '0'}
LexisNexis, http://www.lexisnexis.com, {'status': '0'}
Effacts, http://www.effacts.com/en, {'status': '0'}
Obvious, http://obvious.ai/, {'status': '0'}
Common Company, http://www.commonre.com/, {'status': '1'}
DocAssemble, http://docassemble.org, {'status': '0'}
Elementary IP, http://www.elementaryip.com/, {'status': '0'}
NovusLaw, http://novuslaw.com/, {'status': '0'}
Ross, http://rossintelligence.com/, {'status': '0'}
SmartContract, https://smartcontract.com/, {'status': '0'}
Seal Software, http://www.seal-software.com/, {'status': '0'}
ClearAccessIP, http://clearaccessip.com/, {'status': '0'}
SimpleLegal, http://www.simplelegal.com, {'status': '0'}
loom analytics, http://www.loomanalytics.com/, {'status': '0'}
Paper Software, https://papersoftware.com/, {'status': '0'}
Epiq Systems, http://www.epiqsystems.com, {'status': '0'}
Starting Legal, http://www.startinglegal.com, {'status': '1'}
Helm360, https://www.helm360.com, {'status': '0'}
Merus Inc., https://meruscase.com, {'status': '0'}
LawTap, https://lawtap.com, {'status': '0'}
MyMotionCalendar, http://www.mymotioncalendar.com/, {'status': '0'}
Vigilant, https://vigilant.cc/, {'status': '1'}
Mobile Helix Inc., https://www.mobilehelix.com, {'status': '0'}
NORMDECS, http://wp.unil.ch/forensicdecision, {'status': '1'}
LLM Inc., https://www.llminc.com, {'status': '0'}
InteLease Inc., https://www.intelease.com, {'status': '0'}
Intraspexion Inc., https://www.intraspexion.com, {'status': '0'}
Risk Genius, https://riskgenius.com/, {'status': '0'}
Synergist.io, http://www.synergist.io/, {'status': '1'}
Microsystems, https://www.microsystems.com, {'status': '1'}
NextLex Inc, https://www.nextlex.ch, {'status': '1'}
LAWPP LLC, https://lawpp.org, {'status': '0'}
INTELLLEX, https://www.intelllex.com, {'status': '0'}
Road to Status LLC, https://roadtostatus.com, {'status': '0'}
eDCaseMAN, https://www.edcaseman.com, {'status': '0'}
Courting The Law, https://www.courtingthelaw.com, {'status': '0'}
Bloomberg BNA, https://www.bna.com/bloomberglaw/, {'status': '3'}
Paladin, https://joinpaladin.com, {'status': '0'}
Practice League Legaltech Pvt. Ltd., http://www.practiceleague.com/, {'status': '0'}
Compliance Qaurter, https://compliancequarter.com.au, {'status': '0'}
LegalThings One, https://livecontracts.io, {'status': '1'}
Xcential Legislative Technologies, http://xcential.com/, {'status': '0'}
Laboralisto Inc., https://www.laboralisto.com, {'status': '0'}
thingsTHINKING GmbH, https://thingsTHINKING.net, {'status': '1'}
Elijah LTD, https://www.elijaht.com, {'status': '0'}
Simon Says Inc., https://simonsays.ai, {'status': '0'}
Contractize INC., https://www.contractize.com, {'status': '0'}
1Law, http://www.1law.com/, {'status': '0'}
AdviceScene, http://advicescene.com/, {'status': '0'}
advocado, https://advocado.de, {'status': '0'}
ZeekBeek, http://www.ZeekBeek.com, {'status': '1'}
Waymark Tech, http://www.waymark.tech/, {'status': '0'}
VortexLegal, https://www.vortexlegal.com, {'status': '0'}
Vonzella, http://www.vonzella.com/, {'status': '1'}
Amicable Apps, https://www.amicable.io, {'status': '0'}
Virtual Legal, https://virtuallegal.com.au/, {'status': '0'}
Alster Legal, http://alsterlegal.com/, {'status': '0'}
AltaClaro, http://www.altaclaro.com/, {'status': '0'}
Amendment.io, http://amendment.io/, {'status': '0'}
Anduin Transactions, http://www.and
